Recorder,Date,Month,Plant_ID,Quad1,Height_cm,Canopy_x_cm,Canopy_y_cm,Notes,,Quad2,,,,,,,,,,,,,,,,
SS,2/6/24,February,H7.BROHOR.1,TR,4,7.75,4.75,,,,,,,,,,,,,,,,,,,
SS,2/6/24,February,I7.BROHOR.1,TR,3,3.75,1,,,,,,,,,,,,,,,,,,,
SS,2/6/24,February,J3.BROHOR.1,CL,4.25,8,4.5,,,,,,,,,,,,,,,,,,,
SS,2/6/24,February,J6.BROHOR.1,C,4,9.25,4,,,,,,,,,,,,,,,,,,,
OF,2/8/24,February,A6.BROHOR.1,BL,8.5,10,1,,,,,,,,,,,,,,,,,,,
OF,2/8/24,February,A7.BROHOR.1,TC,5,4.5,3.5,,,,,,,,,,,,,,,,,,,
OF,2/8/24,February,B3.BROHOR.1,TR/C,8,4,0.25,,,,,,,,,,,,,,,,,,,
OF,2/8/24,February,B6.BROHOR.1,CR,2.25,3.5,0.25,,,,,,,,,,,,,,,,,,,
OF,2/8/24,February,C2.BROHOR.1,BR,5.5,5.75,3.5,,,,,,,,,,,,,,,,,,,
OF,2/8/24,February,D7.BROHOR.1,CR,9,1.5,0.75,,,,,,,,,,,,,,,,,,,
OF,2/8/24,February,D8.BROHOR.1,BR,5.25,4,0.25,,,,,,,,,,,,,,,,,,,
OF,2/8/24,February,E5.BROHOR.1,BL,5,6.5,0.25,,,,,,,,,,,,,,,,,,,
OF,2/8/24,February,E6.BROHOR.1,TL,3.5,3,0.25,,,,,,,,,,,,,,,,,,,
OF,2/8/24,February,F6.BROHOR.1,BL,2.75,1,0.25,,,,,,,,,,,,,,,,,,,
OF,2/8/24,February,G3.BROHOR.1,BL,3.25,4.75,0.25,,,,,,,,,,,,,,,,,,,
SS,2/6/24,February,H1.BROHOR.1,BR,4.5,5,1,,,,,,,,,,,,,,,,,,,
SS,2/6/24,February,H8.BROHOR.1,TL,2.75,0.25,0.5,,,,,,,,,,,,,,,,,,,
SS,2/6/24,February,I2.BROHOR.1,BL,7,3.5,1.25,,,,,,,,,,,,,,,,,,,
SS,2/6/24,February,J5.BROHOR.1,CT,10.25,4.75,7.25,,,,,,,,,,,,,,,,,,,
SS,2/6/24,February,J8.BROHOR.1,BL,4,1.25,0.25,,,,,,,,,,,,,,,,,,,
OF,2/8/24,February,A5.BROMAD.1,C,4.5,10,4,,,,,,,,,,,,,,,,,,,
OF,2/8/24,February,A8.BROMAD.1,CR,5.75,10,5,,,,,,,,,,,,,,,,,,,
OF,2/8/24,February,B2.BROMAD.1,BR,2.25,5,0.25,,,,,,,,,,,,,,,,,,,
OF,2/8/24,February,B5.BROMAD.1,CR,4.75,7.5,4,,,,,,,,,,,,,,,,,,,
BW,2/9/24,February,C1.BROMAD.1,C,4.5,1,1,,,,,,,,,,,,,,,,,,,
OF,2/8/24,February,D4.BROMAD.1,CB,3.5,2.5,0.25,,,,,,,,,,,,,,,,,,,
OF,2/8/24,February,E7.BROMAD.1,TR,4,4.25,0.25,,,,,,,,,,,,,,,,,,,
OF,2/8/24,February,F4.BROMAD.1,TR,3,3.5,0.25,,,,,,,,,,,,,,,,,,,
OF,2/8/24,February,F5.BROMAD.1,TR,4,5,0.25,,,,,,,,,,,,,,,,,,,
BW,2/9/24,February,G2.BROMAD.1,BL,3,3.25,1.25,,,BR,,,,,,,,,,,,,,,,
BW,2/9/24,February,G5.BROMAD.1,C,4.5,6,1.5,,,BL,,,,,,,,,,,,,,,,
BW,2/9/24,February,H4.BROMAD.1,TR,4.5,5.5,0.75,,,,,,,,,,,,,,,,,,,
BW,2/9/24,February,H7.BROMAD.1,TC,2.5,6.5,0.75,,,,,,,,,,,,,,,,,,,
BW,2/9/24,February,I7.BROMAD.1,TL,8.5,7,8.75,,,,,,,,,,,,,,,,,,,
BW,2/9/24,February,J3.BROMAD.1,C,4.5,6.75,4.75,,,,,,,,,,,,,,,,,,,
BW,2/9/24,February,J6.BROMAD.1,C/BL,3,3,2.5,,,,,,,,,,,,,,,,,,,
BW,2/9/24,February,A6.BROMAD.1,BL,5.5,3.5,5.5,,,TL,,,,,,,,,,,,,,,,
BW,2/9/24,February,A7.BROMAD.1,TL,6,6,2,,,BL,,,,,,,,,,,,,,,,
BW,2/9/24,February,B3.BROMAD.1,BR,5.5,8,2.5,,,TL,,,,,,,,,,,,,,,,
BW,2/9/24,February,B6.BROMAD.1,BL,5.5,8.5,4,,,,,,,,,,,,,,,,,,,
BW,2/9/24,February,C2.BROMAD.1,C,6.75,4,2,,,,,,,,,,,,,,,,,,,
OF,2/8/24,February,D7.BROMAD.1,CR,5,6,0.25,,,,,,,,,,,,,,,,,,,
OF,2/8/24,February,D8.BROMAD.1,CR,6.5,3,0.25,,,,,,,,,,,,,,,,,,,
OF,2/8/24,February,E5.BROMAD.1,BR,1,4,3.5,,,,,,,,,,,,,,,,,,,
OF,2/8/24,February,E6.BROMAD.1,BR,3.25,2.25,0.25,,,,,,,,,,,,,,,,,,,
OF,2/8/24,February,F6.BROMAD.1,BC,2,1.5,0.25,,,,,,,,,,,,,,,,,,,
BW,2/9/24,February,G3.BROMAD.1,BL,3.5,2.75,1,,,,,,,,,,,,,,,,,,,
BW,2/9/24,February,H1.BROMAD.1,TR,4,3,0.5,,,,,,,,,,,,,,,,,,,
BW,2/9/24,February,H8.BROMAD.1,BC,1.75,4,2,,,,,,,,,,,,,,,,,,,
BW,2/9/24,February,I2.BROMAD.1,CL,8.5,10,5,,,,,,,,,,,,,,,,,,,
BW,2/9/24,February,J5.BROMAD.1,CB,8.5,7.5,4,,,,,,,,,,,,,,,,,,,
BW,2/9/24,February,J8.BROMAD.1,BL,6.5,12,5,,,,,,,,,,,,,,,,,,,
BW,2/9/24,February,A2.BROMAD.1,BR,4.5,11.5,5,,,BL,,,,,,,,,,,,,,,,
BW,2/9/24,February,A4.BROMAD.1,C,6,10,9,,,BL,,,,,,,,,,,,,,,,
BW,2/9/24,February,B8.BROMAD.1,C,6,12.5,8.5,,,,,,,,,,,,,,,,,,,
B2,2/9/24,February,C6.BROMAD.1,TR,4.75,6.5,3.75,,,,,,,,,,,,,,,,,,,
BW,2/9/24,February,C7.BROMAD.1,TR,6.25,8,8.25,,,,,,,,,,,,,,,,,,,
OF,2/8/24,February,D3.BROMAD.1,TL,4,5,1.5,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,D5.BROMAD.1,TR,5,6.5,4,only 1-2 white toothpicks total,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,E2.BROMAD.1,CR,4,8,6,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,E4.BROMAD.1,CB,3,2.5,0.25,,,,,,,,,,,,,,,,,,,
OF,2/8/24,February,F2.BROMAD.1,BL,5.25,6,0.25,,,,,,,,,,,,,,,,,,,
OF,2/8/24,February,F7.BROMAD.1,TR/C,2.25,10.5,3,,,,,,,,,,,,,,,,,,,
BW,2/9/24,February,G4.BROMAD.1,TL,3.5,8.5,0.75,,,,,,,,,,,,,,,,,,,
BW,2/9/24,February,H3.BROMAD.1,C,5,4.5,2.5,,,,,,,,,,,,,,,,,,,
BW,2/9/24,February,I3.BROMAD.1,BR,4.5,16,7,,,,,,,,,,,,,,,,,,,
BW,2/9/24,February,J4.BROMAD.1,TL,4,5.5,5,,,,,,,,,,,,,,,,,,,
BW,2/9/24,February,J7.BROMAD.1,TR/C,4.5,4.5,2,,,,,,,,,,,,,,,,,,,
BW,2/9/24,February,A6.CALMEN.1,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,2/9/24,February,A7.CALMEN.1,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,2/9/24,February,B3.CALMEN.1,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,2/9/24,February,B6.CALMEN.1,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,2/9/24,February,C2.CALMEN.1,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,2/9/24,February,D7.CALMEN.1,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,2/9/24,February,D8.CALMEN.1,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,2/9/24,February,E5.CALMEN.1,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,2/9/24,February,E6.CALMEN.1,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,2/9/24,February,F6.CALMEN.1,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,2/9/24,February,G3.CALMEN.1,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,2/9/24,February,H1.CALMEN.1,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,2/9/24,February,H8.CALMEN.1,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,2/9/24,February,I2.CALMEN.1,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,2/9/24,February,J5.CALMEN.1,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,2/9/24,February,J8.CALMEN.1,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,2/6/24,February,A2.CAUCOU.1,NA,NA,NA,NA,NF,,,,,,,,,,,,,,,,,,
BW,2/6/24,February,A4.CAUCOU.1,na,na,na,na,NF,,BL,,,,,,,,,,,,,,,,
BW,2/9/24,February,B8.CAUCOU.1,BR,3.5,5,4.5,NF,,,,,,,,,,,,,,,,,,
BW,2/6/24,February,C6.CAUCOU.1,NA,NA,NA,NA,NF,,,,,,,,,,,,,,,,,,
BW,2/6/24,February,C7.CAUCOU.1,NA,NA,NA,NA,NF,,,,,,,,,,,,,,,,,,
BW,2/6/24,February,D3.CAUCOU.1,NA,NA,NA,NA,NF,,,,,,,,,,,,,,,,,,
BW,6-Feb,February,D5.CAUCOU.1,NA,NA,NA,NA,NF,,,,,,,,,,,,,,,,,,
BW,2/6/24,February,E2.CAUCOU.1,NA,NA,NA,NA,NF,,,,,,,,,,,,,,,,,,
BW,2/6/24,February,E4.CAUCOU.1,NA,NA,NA,NA,NF,,,,,,,,,,,,,,,,,,
BW,2/6/24,February,F2.CAUCOU.1,NA,NA,NA,NA,NF,,,,,,,,,,,,,,,,,,
BW,2/6/24,February,F7.CAUCOU.1,NA,NA,NA,NA,NF,,,,,,,,,,,,,,,,,,
BW,2/6/24,February,G4.CAUCOU.1,NA,NA,NA,NA,SAL COL BR,,,,,,,,,,,,,,,,,,
BW,2/6/24,February,H3.CAUCOU.1,NA,NA,NA,NA,NF,,,,,,,,,,,,,,,,,,
BW,2/6/24,February,I3.CAUCOU.1,NA,NA,NA,NA,NF,,,,,,,,,,,,,,,,,,
BW,2/6/24,February,J4.CAUCOU.1,TR,1.5,4,4.25,,,,,,,,,,,,,,,,,,,
BW,2/6/24,February,J7.CAUCOU.1,NA,NA,NA,NA,NF,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,A6.CENMEL.1,C,4.5,6,3.75,,,TL,,,,,,,,,,,,,,,,
BW,2/8/24,February,A7.CENMEL.1,TL,2.5,6,4.5,,,C,,,,,,,,,,,,,,,,
BW,2/8/24,February,B3.CENMEL.1,TC,4,2.75,2,,,TR,,,,,,,,,,,,,,,,
BW,2/8/24,February,B6.CENMEL.1,C,5.25,6.5,6,,,?,,,,,,,,,,,,,,,,
BW,2/8/24,February,C2.CENMEL.1,C,5,10.5,6,,,?,,,,,,,,,,,,,,,,
BW,2/8/24,February,D7.CENMEL.1,BR,7,12.5,11.5,,,TL,,,,,,,,,,,,,,,,
BW,2/8/24,February,D8.CENMEL.1,BR,2.5,3,1.5,,,C,,,,,,,,,,,,,,,,
BW,2/8/24,February,E5.CENMEL.1,TR/C,7.5,14.5,12,,,CB,,,,,,,,,,,,,,,,
BW,2/8/24,February,E6.CENMEL.1,C/TL,10,16,7,,,TC,,,,,,,,,,,,,,,,
BW,2/8/24,February,F6.CENMEL.1,C,5,6.5,3,,,CL,,,,,,,,,,,,,,,,
BW,2/8/24,February,G3.CENMEL.1,C,7.5,10,7,,,TL,,,,,,,,,,,,,,,,
BW,2/8/24,February,H1.CENMEL.1,C,2.25,5,4.5,,,CB,,,,,,,,,,,,,,,,
BW,2/8/24,February,H8.CENMEL.1,TC,11,15,15.5,,,CL,,,,,,,,,,,,,,,,
BW,2/8/24,February,I2.CENMEL.1,C,5.5,4,4,,,TL,,,,,,,,,,,,,,,,
BW,2/8/24,February,J5.CENMEL.1,CB,3,5.5,2,,,BR,,,,,,,,,,,,,,,,
BW,2/8/24,February,J8.CENMEL.1,CB,6,6,4.5,,,TC,,,,,,,,,,,,,,,,
BW,2/8/24,February,A1.CLAPUR.1,CT,1.5,1,1,,,TR,,,,,,,,,,,,,,,,
BW,2/8/24,February,B4.CLAPUR.1,TR,1,1.75,1.5,,,TR,,,,,,,,,,,,,,,,
BW,2/8/24,February,C3.CLAPUR.1,CB,1,1.5,1,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,C8.CLAPUR.1,BR,0.5,0.75,0.5,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,D1.CLAPUR.1,BC,0.5,1.25,1.25,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,E1.CLAPUR.1,C,1,1.5,1,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,E3.CLAPUR.1,CR,0.5,1.25,0.75,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,F1.CLAPUR.1,C,0.5,1.25,0.75,,,BR,,,,,,,,,,,,,,,,
BW,2/8/24,February,G6.CLAPUR.1,TL,0.75,1,0.5,,,BR,,,,,,,,,,,,,,,,
BW,2/8/24,February,G7.CLAPUR.1,TC,0.75,1.5,1.25,,,BR,,,,,,,,,,,,,,,,
BW,2/8/24,February,H2.CLAPUR.1,TR,0.5,0.75,0.75,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,H6.CLAPUR.1,BR,0.75,1,1.25,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,I5.CLAPUR.1,CR,0.5,1.5,1,,,CL,,,,,,,,,,,,,,,,
BW,2/8/24,February,I6.CLAPUR.1,TL,0.5,1.75,1,,,BL,,,,,,,,,,,,,,,,
BW,2/8/24,February,I8.CLAPUR.1,C,0.25,0.75,0.25,,,TR,,,,,,,,,,,,,,,,
BW,2/8/24,February,J2.CLAPUR.1,BL/C,0.75,1.5,1.5,,,TR,,,,,,,,,,,,,,,,
BW,2/8/24,February,A3.CLAPUR.1,BL,1,2,1.25,,,CL,,,,,,,,,,,,,,,,
BW,2/8/24,February,B1.CLAPUR.1,TR,2,0.75,1.75,,,BR,,,,,,,,,,,,,,,,
BW,2/8/24,February,B7.CLAPUR.1,C,1.75,4.25,2.5,,,BC,,,,,,,,,,,,,,,,
BW,2/8/24,February,C4.CLAPUR.1,C,1.25,1.25,0.5,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,C5.CLAPUR.1,TL,1.75,2,2.25,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,D2.CLAPUR.1,C,2,3.5,2.5,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,D6.CLAPUR.1,TC,1,1,0.5,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,E8.CLAPUR.1,BR,2,2.75,1.75,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,F3.CLAPUR.1,CT,1,1.25,0.75,,,TL,,,,,,,,,,,,,,,,
BW,2/8/24,February,F8.CLAPUR.1,TL,1.5,0.75,0.75,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,G1.CLAPUR.1,BR,1,2.5,1.5,,,TR,,,,,,,,,,,,,,,,
BW,2/8/24,February,G8.CLAPUR.1,BC,1,1.25,0.75,,,BR,,,,,,,,,,,,,,,,
BW,2/8/24,February,H5.CLAPUR.1,BR,2,3.5,2.25,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,I1.CLAPUR.1,BR,2,3,2.5,,,TL,,,,,,,,,,,,,,,,
BW,2/8/24,February,I4.CLAPUR.1,TR,2.25,1.75,1.5,,,BR,,,,,,,,,,,,,,,,
BW,2/8/24,February,J1.CLAPUR.1,BL,1,2,1,,,TR,,,,,,,,,,,,,,,,
BW,2/8/24,February,A5.CLAPUR.1,C,0.75,1.5,1,,,BR,,,,,,,,,,,,,,,,
BW,2/8/24,February,A8.CLAPUR.1,C,2.25,2,2,,,TR,,,,,,,,,,,,,,,,
BW,2/8/24,February,B2.CLAPUR.1,BL,1.25,1,1.25,,,C,,,,,,,,,,,,,,,,
BW,2/8/24,February,B5.CLAPUR.1,BR,2,4.75,3.5,,,CB,,,,,,,,,,,,,,,,
BW,2/8/24,February,C1.CLAPUR.1,BR,2.25,2.25,2.25,,,C,,,,,,,,,,,,,,,,
BW,2/8/24,February,D4.CLAPUR.1,C,1.5,2.5,1,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,E7.CLAPUR.1,C,1.5,2.25,1.5,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,F4.CLAPUR.1,C,1.25,2,2,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,F5.CLAPUR.1,BL,1,2.75,2,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,G2.CLAPUR.1,C,1,2,1.25,,,BL,,,,,,,,,,,,,,,,
BW,2/8/24,February,G5.CLAPUR.1,BL,1,2,1.75,,,TR,,,,,,,,,,,,,,,,
BW,2/8/24,February,H4.CLAPUR.1,TR,1.5,2.75,2,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,H7.CLAPUR.1,TC,0.5,1.5,0.75,,,BL,,,,,,,,,,,,,,,,
BW,2/8/24,February,I7.CLAPUR.1,TR,1.25,2,1.75,,,TL,,,,,,,,,,,,,,,,
BW,2/8/24,February,J3.CLAPUR.1,TL,1.5,2.25,2.25,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,J6.CLAPUR.1,C,1.25,2.75,2,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,A6.CORFIL.1,C,5.75,4,3,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,A7.CORFIL.1,N/A,N/A,N/A,N/A,NF,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,B3.CORFIL.1,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,B6.CORFIL.1,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,C2.CORFIL.1,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,D7.CORFIL.1,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,D8.CORFIL.1,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,E5.CORFIL.1,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,E6.CORFIL.1,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,F6.CORFIL.1,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,G3.CORFIL.1,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,H1.CORFIL.1,CB,2,4.5,3,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,H8.CORFIL.1,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,I2.CORFIL.1,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,J5.CORFIL.1,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,J8.CORFIL.1,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,23.A6.CORFIL.1,C,8.5,14.5,9.5,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,23.A7.CORFIL.1,C,11,13,10,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,23.B3.CORFIL.1,BR,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,23.B6.CORFIL.1,TR,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,23.C2.CORFIL.1,C,12.5,16.5,13.75,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,23.D7.CORFIL.1,BR,11.25,15.5,13,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,23.D8.CORFIL.1,C,N/A,N/A,N/A,NF,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,23.E5.CORFIL.1,BR,17.75,12,11,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,23.E6.CORFIL.1,TR,14,21,16,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,23.F6.CORFIL.1,BR,13.5,15,11,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,23.G3.CORFIL.1,BR,10,15,12,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,23.H1.CORFIL.1,TR,16.5,18,14.5,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,23.H8.CORFIL.1,C,12,17,13,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,23.I2.CORFIL.1,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,23.J5.CORFIL.1,C,N/A,N/A,N/A,NF,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,23.J8.CORFIL.1,CL,13.75,13,17,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,A1.DANCAL.1,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,B4.DANCAL.1,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,C3.DANCAL.1,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,C8.DANCAL.1,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,D1.DANCAL.1,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,E1.DANCAL.1,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,E3.DANCAL.1,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,F1.DANCAL.1,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,G6.DANCAL.1,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,G7.DANCAL.1,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,H2.DANCAL.1,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,H6.DANCAL.1,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,I5.DANCAL.1,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,I6.DANCAL.1,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,I8.DANCAL.1,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,J2.DANCAL.1,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,
BW,2/9/24,February,23.A1.DANCAL.1,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,
BW,2/9/24,February,23.B4.DANCAL.1,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,
BW,2/9/24,February,23.C3.DANCAL.1,TR/CR,N/A,N/A,N/A,NF,,,,,,,,,,,,,,,,,,
BW,2/9/24,February,23.C8.DANCAL.1,TR,N/A,N/A,N/A,NF,,,,,,,,,,,,,,,,,,
BW,2/9/24,February,23.D1.DANCAL.1,N/A,N/A,N/A,N/A,NF,,,,,,,,,,,,,,,,,,
BW,2/9/24,February,23.E1.DANCAL.1,BL,N/A,N/A,N/A,NF,,,,,,,,,,,,,,,,,,
BW,2/9/24,February,23.E3.DANCAL.1,BL,N/A,N/A,N/A,NF,,,,,,,,,,,,,,,,,,
BW,2/9/24,February,23.F1.DANCAL.1,TR,N/A,N/A,N/A,NF,,,,,,,,,,,,,,,,,,
BW,2/9/24,February,23.G6.DANCAL.1,BL,3,10.5,9,,,,,,,,,,,,,,,,,,,
BW,2/9/24,February,23.G7.DANCAL.1,C,N/A,N/A,N/A,NF,,,,,,,,,,,,,,,,,,
BW,2/9/24,February,23.H2.DANCAL.1,BR,N/A,N/A,N/A,NF,,,,,,,,,,,,,,,,,,
BW,2/9/24,February,23.H6.DANCAL.1,TR,3,5.5,1.5,,,,,,,,,,,,,,,,,,,
BW,2/9/24,February,23.I5.DANCAL.1,N/A,N/A,N/A,N/A,NF,,,,,,,,,,,,,,,,,,
BW,2/9/24,February,23.I6.DANCAL.1,N/A,N/A,N/A,N/A,NF,,,,,,,,,,,,,,,,,,
BW,2/9/24,February,23.I8.DANCAL.1,TR,N/A,N/A,N/A,NF,,,,,,,,,,,,,,,,,,
BW,2/9/24,February,23.J2.DANCAL.1,BL,N/A,N/A,N/A,NF,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,A1.DAUPUS.1,TR,0.75,3.5,2,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,B4.DAUPUS.1,CR,1,4,3,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,C3.DAUPUS.1,TC,0.25,2.5,1.5,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,C8.DAUPUS.1,TR,1,3.5,3,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,D1.DAUPUS.1,BR,0.25,3.5,2,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,E1.DAUPUS.1,TR,1,1.25,1.25,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,E3.DAUPUS.1,BL,1.75,2,1,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,F1.DAUPUS.1,TC,0.5,4,2.5,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,G6.DAUPUS.1,N/A,N/A,N/A,N/A,NF,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,G7.DAUPUS.1,TC,1,2,1.5,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,H2.DAUPUS.1,CC,0.5,2,1.75,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,H6.DAUPUS.1,BL,1,2.25,1.75,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,I5.DAUPUS.1,N/A,N/A,N/A,N/A,NF,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,I6.DAUPUS.1,N/A,N/A,N/A,N/A,NF,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,I8.DAUPUS.1,CL,0.5,1.5,1,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,J2.DAUPUS.1,N/A,N/A,N/A,N/A,NF,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,A3.DAUPUS.1,TC,1.5,3,2.5,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,B1.DAUPUS.1,BL,1,2.5,1.5,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,B7.DAUPUS.1,CC,1.25,4.25,2.75,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,C4.DAUPUS.1,BR,0.75,2.25,1.75,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,C5.DAUPUS.1,CR,1,2,0.75,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,D2.DAUPUS.1,TR,0.5,2.75,2,,,,,,,,,,,,,,,,,,,
BW,2/8/24,February,D6.DAUPUS.1,N/A,N/A,N/A,N/A,NF,,,,,,,,,,,,,,,,,,
